"NumCI","NumECI","NumPS","NumSCI","CI.1945","CI.1950","CI.1955","CI.1960","CI.1965","CI.1970","CI.1975","CI.AsiaPacific","CI.Australia","CI.GreatBritain","CI.WesternEurope","CI.English","CI.PhD","Success.CI","Unsuccess.CI","CI.Faculty19","CI.Faculty25","CI.Faculty31","CI.Faculty7","Duration0to5","Duration10to15","Duration5to10","DurationGT15","DurationLT0","DurationUnk","Astar.CI","A.CI","B.CI","C.CI","AstarTotal","ATotal","BTotal","CTotal","SEO730104","SEO730105","SEO730108","Sponsor2B","Sponsor4D","ContractValueBandA","ContractValueBandB","ContractValueBandC","ContractValueBandD","ContractValueBandUnk","GrantCat10A","GrantCat10B","GrantCat30B","GrantCat50A","GrantCatUnk","Aug","Jan","Jul","May","Nov","Oct","Sep","Fri","Mon","Sat","Thurs","Tues","Wed","Day","treino.training.Class"
2,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,4,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
3,0,1,0,1,0,1,1,0,0,0,0,3,0,0,1,1,1,7,0,3,0,0,0,2,1,0,1,0,29,54,19,6,29,54,19,6,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,3,0,2,0,0,1,1,0,0,0,0,2,1,5,0,2,1,5,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
2,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,4,5,0,2,0,0,1,1,0,0,0,0,1,0,3,0,1,0,3,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
2,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,1,1,6,0,2,0,0,1,0,0,1,0,0,1,10,11,2,1,10,11,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
2,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,2,0,1,0,0,0,0,1,3,1,1,0,3,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,4,0,2,0,0,1,0,0,0,1,0,8,4,3,5,8,4,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
2,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,0,3,6,0,2,0,0,2,0,0,0,1,0,4,7,6,3,4,7,12,12,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
3,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,7,0,2,0,0,1,0,0,0,1,1,2,5,11,8,2,5,11,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
4,0,0,0,0,0,0,1,2,1,0,0,3,1,0,0,2,1,10,0,4,0,0,3,0,0,0,2,0,9,15,8,5,20,36,12,8,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,6,3,6,2,6,3,6,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,2,2,2,0,0,0,0,0,0,1,1,0,0,1,15,1,0,1,15,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,9,0,1,0,0,0,0,1,0,0,0,4,6,2,0,4,6,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
2,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,2,1,0,1,0,0,1,0,0,0,0,1,1,0,3,1,1,0,3,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
2,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,2,3,3,0,1,1,0,2,0,0,0,0,0,13,6,6,6,13,6,6,6,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,2,0,1,0,0,1,0,0,0,0,0,3,3,1,0,3,3,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
3,2,0,0,1,1,0,0,1,0,0,0,3,0,0,2,2,4,2,0,0,3,0,0,0,2,0,1,2,20,1,18,0,20,1,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
6,0,0,0,0,0,1,1,2,2,0,1,5,0,0,1,5,3,8,0,4,2,0,4,1,0,0,1,0,8,17,14,14,8,17,14,14,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,3,2,1,0,3,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,0,1,0,0,0,3,5,9,3,3,5,9,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,24,1
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,2,0,1,0,0,0,0,0,0,0,1,3,4,0,0,3,4,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
4,0,0,0,0,1,1,1,1,0,0,0,1,3,0,1,4,6,9,0,4,0,0,0,1,2,1,0,0,27,20,15,10,27,20,15,10,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
4,0,0,0,0,3,0,0,1,0,0,1,0,0,1,0,1,9,6,0,3,0,0,2,0,0,0,1,1,1,8,15,5,1,8,15,5,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,1,0,0,0,2,2,0,0,2,2,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
2,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,2,6,0,2,0,0,1,0,1,0,0,1,2,1,0,0,17,5,7,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
2,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,6,0,2,0,0,0,0,0,1,0,1,0,2,4,8,0,2,4,8,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,26,1,26,0,26,1,26,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,24,0
1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,2,1,0,1,0,0,0,1,1,0,0,1,1,1,4,0,1,1,4,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
2,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,2,4,2,0,1,1,0,1,0,1,0,0,2,9,15,10,4,9,15,10,4,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,0,0,1,3,17,10,5,0,17,10,5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,17,0,1,0,0,1,0,0,0,0,0,7,17,17,3,7,17,17,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,1,1,4,0,2,0,0,1,1,0,0,0,0,2,1,5,0,2,1,5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,11,0,1,0,0,0,0,1,0,0,0,4,6,2,0,4,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,5,3,0,0,5,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,3,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
3,0,0,0,0,2,0,0,0,0,1,1,2,0,0,0,3,4,3,0,3,0,0,1,1,0,1,0,0,9,29,9,7,9,29,9,7,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
2,1,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,2,8,0,2,0,0,1,0,1,0,0,1,5,1,0,0,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
3,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,1,0,4,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,4,8,12,3,4,8,12,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,8,0,2,0,0,0,0,0,1,1,0,9,6,2,4,9,6,2,4,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,4,0,1,0,0,1,0,0,0,0,1,2,1,5,0,2,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
2,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,2,4,0,2,0,0,1,0,2,0,0,0,3,4,3,1,6,8,4,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
3,1,0,0,0,0,0,1,1,0,0,0,3,0,0,0,2,1,5,3,0,0,0,1,1,0,1,0,1,14,11,7,0,14,11,7,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
4,0,0,0,0,3,0,0,1,0,0,1,1,0,1,0,2,11,8,0,4,0,0,2,0,0,1,1,0,5,18,18,5,5,18,18,5,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
2,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,26,0,2,0,0,2,0,0,0,0,0,7,17,17,3,7,17,17,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
2,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,1,0,0,2,0,0,1,1,0,0,0,1,5,8,1,1,5,8,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,3,0,1,0,0,0,0,1,0,0,1,0,5,2,0,0,5,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,2,0,2,0,0,0,0,1,0,1,0,0,0,2,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
5,1,0,0,2,0,0,1,1,1,0,0,5,0,0,0,1,5,6,0,5,0,0,1,0,1,2,1,1,12,51,37,26,12,51,37,26,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,5,0,1,0,0,0,0,1,0,0,0,1,1,2,0,1,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,1,0,0,0,0,0,0,1,3,17,10,5,0,17,10,5,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
2,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,6,0,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,2,1,0,0,0,1,0,0,0,0,2,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,6,0,1,0,0,1,0,0,0,0,2,0,5,7,8,0,5,7,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,5,3,0,2,5,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,11,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,0,1,0,0,0,0,1,0,0,1,5,1,0,1,5,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,3,0,1,0,0,1,0,1,0,0,0,1,0,3,1,1,0,3,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,4,7,0,1,0,0,0,0,0,1,0,1,0,0,4,1,0,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,2,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,9,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,1,2,0,0,0,1,0,0,0,1,1,4,4,1,0,4,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,1,3,4,0,0,3,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
5,1,0,0,2,0,0,1,1,1,0,0,5,0,0,0,1,5,6,0,5,0,0,1,0,1,2,1,1,12,51,37,26,12,51,37,26,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,10,7,0,2,0,0,2,0,0,0,0,1,0,1,10,0,0,1,10,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
3,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,2,5,24,0,3,0,0,2,0,0,0,1,0,0,6,13,8,0,6,13,8,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,2,0,2,0,0,0,0,1,0,0,1,7,3,3,5,7,3,3,5,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,11,0,1,0,0,0,0,1,0,0,0,4,6,2,0,4,6,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,0
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,1,0,1,0,0,0,0,1,0,0,0,4,2,0,0,4,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,27,1
2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,1,18,0,2,0,0,1,1,0,0,0,3,4,5,3,2,8,17,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,28,1
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,11,3,10,1,11,3,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,28,1
1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,28,1
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,21,6,6,0,21,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,28,1
1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,6,5,3,1,6,5,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,28,1
1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,6,0,1,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,28,1
1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,2,1,0,0,0,1,0,0,0,0,0,1,15,6,6,1,15,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,28,1
2,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2,5,7,0,2,0,0,0,1,0,1,0,0,5,8,1,1,5,8,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,28,1
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,10,8,13,10,10,8,13,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,28,1
1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,11,3,10,1,11,3,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,28,1
